장례식장명,항목,품종,품명,세부내용,가격(원),가격(만원)
"고려대구로병원장례식장","안치실이용료","일반","안치료","1기 / 24시간 기준",108000,10.8
"고려대구로병원장례식장","염습/입관","일반","소아입관","1구당(만10세이하 소아관사용)",100000,10
"고려대구로병원장례식장","염습/입관","일반","야간입관","1구당(18:00~07:00)",500000,50
"고려대구로병원장례식장","염습/입관","일반","사고입관","1구당",500000,50
"고려대구로병원장례식장","염습/입관","일반","주간입관","1구당(08:00~17:00)",400000,40
"고려대구로병원장례식장","염습/입관","일반","입관실 사용료","1구당",400000,40
"고려대구로병원장례식장","수시/초염","일반","구강소독제(석션)","1구당",60000,6
"고려대구로병원장례식장","수시/초염","일반","수시비","1구당",150000,15
"고려대안산병원장례식장","시설임대료","빈소+접객실","101호(165㎡)  1일","분향실상주실접객실샤워실",672000,67.2
"고려대안산병원장례식장","시설임대료","빈소+접객실","102호(148.5㎡) 1일","분향실상주실접객실샤워실",576000,57.6
"고려대안산병원장례식장","시설임대료","빈소+접객실","201호(314㎡)  1일","분향실상주실가족실접객실샤워실",1560000,156
"고려대안산병원장례식장","시설임대료","빈소+접객실","202호(217.8㎡)  1일","분향실상주실접객실샤워실",1080000,108
"고려대안산병원장례식장","시설임대료","빈소+접객실","111호(330㎡)  1일","분향실상주실가족실접객실샤워실",1728000,172.8
"고려대안산병원장례식장","시설임대료","빈소+접객실","103호(314㎡)  1일","분향실상주실가족실접객실샤워실",1560000,156
"고려대안산병원장례식장","안치실이용료","일반","안치료 (1시간)","냉장시설",4500,0.5
"고려대안산병원장례식장","염습/입관","일반","입관실사용료(감염관리)","1회",500000,50
"고려대안산병원장례식장","염습/입관","일반","특수입관(감염 사고 화재 등)","1회",500000,50
"고려대안산병원장례식장","염습/입관","일반","입관료(야간)","1회",500000,50
"고려대안산병원장례식장","염습/입관","일반","입관료(주간)","1회",400000,40
"고려대안산병원장례식장","염습/입관","일반","입관료(시설사용료)","1회",400000,40
"고려대안산병원장례식장","수시/초염","일반","수시료","1회",150000,15
"고려대안산병원장례식장","수시/초염","일반","구강소독제(석션)","set",60000,6
"고려대학교안암병원장례식장","안치실이용료","일반","안치료","1시간당",4500,0.5
"고려대학교안암병원장례식장","염습/입관","일반","특수입관(감염사고화재등)","1실/1회사용료",500000,50
"고려대학교안암병원장례식장","염습/입관","일반","상조입관(입관실사용료)","1실/1회사용료",400000,40
"고려대학교안암병원장례식장","염습/입관","일반","입관실사용료(감염관리)","1실/1회사용료",500000,50
"고려대학교안암병원장례식장","염습/입관","일반","전파방지 소독비","",300000,30
"고려대학교안암병원장례식장","염습/입관","일반","감염사망자 수습비","",400000,40
"고려대학교안암병원장례식장","염습/입관","일반","주간입관","1실/1회사용료",400000,40
"고려대학교안암병원장례식장","수시/초염","일반","수시비","1구당",150000,15
"고려대학교안암병원장례식장","수시/초염","일반","구강소독제","세정보존제향균제보존제정제수",60000,6
"고려대학교안암병원장례식장","수시/초염","일반","시신위생용품","소염제흡수제품4종세트/대한민국",120000,12
"고려대학교안암병원장례식장","수시/초염","일반","체액차단제","체액누출차단제세트/대한민국",50000,5
"고려병원장례식장","시설임대료","빈소+접객실","빈소+접객실 특3호","시간당",20000,2
"고려병원장례식장","시설임대료","빈소+접객실","빈소+접객실 vip","시간당",30000,3
"고려병원장례식장","시설임대료","빈소+접객실","빈소+접객실 특1호","시간당",25000,2.5
"고려병원장례식장","시설임대료","빈소+접객실","빈소+접객실 특2호","시간당",23000,2.3
"고려병원장례식장","안치실이용료","일반","안치실","1일",120000,12
"고려병원장례식장","염습/입관","일반","염습실사용료","1회",300000,30
"고려병원장례식장","수시/초염","일반","수시및처치료","1회",100000,10
"고령대가야장례식장","시설임대료","빈소+접객실","분향실 사용료 특실","1실/24시간기준",600000,60
"고령대가야장례식장","안치실이용료","일반","안치실사용료","1일/시간당",96000,9.6
"고령영생병원장례식장","시설임대료","빈소+접객실","분향실및접견실사용료(제3분향실)","1실/24시간기준",300000,30
"고령영생병원장례식장","시설임대료","빈소+접객실","분향실및접견실사용료(제2분향실)","1실/24시간기준",400000,40
"고령영생병원장례식장","시설임대료","빈소+접객실","분향실및접견실사용료(특실)","1실/24시간기준",600000,60
"고령영생병원장례식장","안치실이용료","일반","안치료","1일기준",120000,12
"고령영생병원장례식장","염습/입관","일반","염습실사용료","자가염습",200000,20
"고령영생병원장례식장","염습/입관","일반","특수염습비","야간사고부패감염성 등",500000,50
"고령영생병원장례식장","염습/입관","일반","일반염습비","소렴대렴",300000,30
"고령전문장례식장","시설임대료","빈소+접객실","특실100평=빈소+접객실+가족실1+가족실2","1일/24시간 기준",600000,60
"고령전문장례식장","안치실이용료","일반","안치료","1일/24시간 기준",80000,8
"고령전문장례식장","염습/입관","일반","염습료","1회",350000,35
"고색의료재단 장례식장","시설임대료","빈소+접객실","분향실 접객실 빈소 (1호실)","임대사용료(1시간)",23000,2.3
"고색의료재단 장례식장","시설임대료","빈소+접객실","분향실 접객실 빈소 (2호실)","임대사용료(1시간)",25000,2.5
"고색의료재단 장례식장","안치실이용료","일반","안치료","1일",60000,6
"고성성심병원장례식장","시설임대료","","시설임대료","1시간당",15000,1.5
"고성성심병원장례식장","안치실이용료","","안치실이용료","1일",50000,5
"고성영락원장례식장","시설임대료","빈소+접객실","특3호특4호특5호","98평 (1일기준)",990000,99
"고성영락원장례식장","시설임대료","빈소+접객실","특2호실","78평 (1일기준)",890000,89
"고성영락원장례식장","시설임대료","염습실/입관실","발인실","1회",50000,5
"고성영락원장례식장","시설임대료","염습실/입관실","입관실","1회기준",200000,20
"고성영락원장례식장","안치실이용료","일반","안치실","1일기준",50000,5
"고성장례식장","시설임대료","빈소+접객실","분향실","",6000,0.6
"고성장례식장","안치실이용료","일반","안치실","",3500,0.4
"고성장례식장","염습/입관","일반","염습비","180000×2명",360000,36
"고성장례식장","수시/초염","일반","수시비","1",50000,5
"고성장례식장화라주식회사","안치실이용료","일반","일반","1",50000,5
"고성장례식장화라주식회사","염습/입관","","일반","1",200000,20
"고성제일요양병원장례식장","시설임대료","빈소+접객실","특   실   2   호","1시간 29167원 205m2",700000,70
"고성제일요양병원장례식장","시설임대료","빈소+접객실","VIP호실","1시간 41250원 330m2",990000,99
"고성제일요양병원장례식장","시설임대료","빈소+접객실","특    실  1  호","1시간 3666원 280m2",880000,88
"고성제일요양병원장례식장","시설임대료","염습실/입관실","입관실 사용료","1회",250000,25
"고성제일요양병원장례식장","안치실이용료","일반","안치료","1일",80000,8
"고성제일요양병원장례식장","염습/입관","일반","염습입관","1회",300000,30
"고성제일요양병원장례식장","수시/초염","일반","수시 및 처치료","1회",100000,10
"고신대병원 장례식장","시설임대료","빈소+접객실","201호","93평",680000,68
"고신대병원 장례식장","시설임대료","빈소+접객실","305호","21평",300000,30
"고신대병원 장례식장","시설임대료","빈소+접객실","303호","86평",600000,60
"고신대병원 장례식장","시설임대료","빈소+접객실","302호","93평",600000,60
"고신대병원 장례식장","시설임대료","빈소+접객실","특203호","160평",1300000,130
"고신대병원 장례식장","시설임대료","빈소+접객실","202호","93평",680000,68
"고신대병원 장례식장","시설임대료","빈소+접객실","101호","85평",680000,68
"고신대병원 장례식장","시설임대료","빈소+접객실","301호","100평",750000,75
"고신대병원 장례식장","안치실이용료","일반","1일","",150000,15
"고신대병원 장례식장","염습/입관","일반","염사 입관비","2인1조",340000,34
"고아농협 장례문화원","시설임대료","빈소+접객실","101호실 시간당","225m2",33000,3.3
"고아농협 장례문화원","시설임대료","빈소+접객실","201호실 시간당","219m2",29000,2.9
"고아농협 장례문화원","시설임대료","빈소+접객실","특 실 시간당","245m2",41000,4.1
"고아농협 장례문화원","시설임대료","염습실/입관실","입관실사용료(상조이용고객에한함) 1회","14m2",250000,25
"고아농협 장례문화원","안치실이용료","일반","안치실 시간당","27m2",4000,0.4
"고아농협 장례문화원","염습/입관","일반","염습료","1회",200000,20
"고아농협 장례문화원","염습/입관","특수","변사.사고사","",250000,25
"고아농협 장례문화원","수시/초염","일반","수시비","1회",70000,7
"고은장례식장","시설임대료","빈소+접객실","VIP실","110평",1080000,108
"고인돌장례식장","시설임대료","빈소/분향실","201호","1일",500000,50
"고인돌장례식장","시설임대료","빈소/분향실","301호","1일",500000,50
"고인돌장례식장","시설임대료","빈소/분향실","202호","1일",300000,30
"고인돌장례식장","안치실이용료","일반","안치실","1일",70000,7
"고인돌장례식장","염습/입관","일반","입관비","2인 1회",300000,30
"고전장례식장","시설임대료","염습실/입관실","염습실(외부주민)","1회 기준",60000,6
"고전장례식장","안치실이용료","일반","장례식장 안치실(외부주민)","12시간 기준",100000,10
"고전장례식장","염습/입관","일반","염습료","1회/2명",300000,30
"고창우리장례식장","시설임대료","빈소+접객실","분향실 202호실","192m2 /1일",500000,50
"고창우리장례식장","시설임대료","빈소+접객실","분향실(특실) 101호실","331m2 /1일",700000,70
"고창우리장례식장","시설임대료","빈소/분향실","분향실 201호실","175m2 /1일",600000,60
"고창우리장례식장","안치실이용료","일반","안치료","1일",70000,7
"고창우리장례식장","염습/입관","일반","염습","인당 100000",100000,10
"고흥봉황장례식장","시설임대료","빈소+접객실","분향소.접객실(70평)","1분향소+접객실(1)",300000,30
"고흥봉황장례식장","시설임대료","빈소+접객실","분향소.접객실(40평)","3분향소+접객실(1일)",150000,15
"고흥봉황장례식장","시설임대료","빈소+접객실","분향소.접객실(100평)","2분향소+접객실(1일)",500000,50
"곡성섬진장례식장","안치실이용료","일반","안치실","2박3일",400000,40
"곡성옥과장례식장","시설임대료","빈소+접객실","장례식장사용료","분향소접객실 120평 1시간당",29000,2.9
"곡성옥과장례식장","안치실이용료","일반","안치실사용료","1일24시간기준",90000,9
"곡성장례식장","안치실이용료","일반","안치료","1일",80000,8
"곡성장례식장","염습/입관","일반","염습비","2인1회",300000,30
"곤지암농협장례문화원","안치실이용료","일반","안치실 사용료","(1일  시간3000)",72000,7.2
"곤지암장례식장","시설임대료","빈소+접객실","201호 202호 통합실","특실",1000000,100
"곤지암장례식장","시설임대료","빈소+접객실","101호 201호 202호","특실",600000,60
"곤지암장례식장","시설임대료","빈소/분향실","","",200000,20
"공도장례식장(영화원)","시설임대료","빈소+접객실","201호/100석","408.58(124)",25000,2.5
"공도장례식장(영화원)","시설임대료","빈소+접객실","102호/100석 유족쉼터/20평별도","488.59(152)",25000,2.5
"공도장례식장(영화원)","시설임대료","빈소+접객실","202호/100석","480.08(145.5)",25000,2.5
"공도장례식장(영화원)","시설임대료","빈소+접객실","특203호/200석/50석 별도/테라스50평","611.74(185.3)",40000,4
"공도장례식장(영화원)","시설임대료","빈소+접객실","101호 /80석","369.38(112)",18000,1.8
"공도장례식장(영화원)","시설임대료","염습실/입관실","입관실사용료(상조회 이용시)","1회",300000,30
"공도장례식장(영화원)","안치실이용료","일반","안치실료(1시간당)","65.16",8000,0.8
"공도장례식장(영화원)","염습/입관","","염습비","2인1조",300000,30
"공도장례식장(영화원)","수시/초염","","수시비","2인1조",150000,15
"공생병원장례식장","시설임대료","빈소+접객실","접객실","480000/30000(40평)",480000,48
"공생병원장례식장","시설임대료","빈소+접객실","분향실","150000/10000(12평)",150000,15
"공생병원장례식장","시설임대료","염습실/입관실","발인실","1회",50000,5
"공생병원장례식장","시설임대료","염습실/입관실","염습실","1회",200000,20
"공생병원장례식장","안치실이용료","일반","안치실","1실",200000,20
"공생병원장례식장","염습/입관","일반","염습료","1구당/2인기준",300000,30
"공주의료원장례식장","시설임대료","빈소+접객실","1일 임대료 시간당25000원","특2호 3호 5호실/70평/일",600000,60
"공주의료원장례식장","시설임대료","빈소+접객실","1일 임대료 시간당30000원","특1호실/80평/일",720000,72
"공주의료원장례식장","시설임대료","빈소+접객실","1일 임대료 시간당17000원","6호실/50평/일",408000,40.8
"공주의료원장례식장","시설임대료","빈소+접객실","1일 임대료 시간당10000원","7호실/35평/일",240000,24
"공주의료원장례식장","안치실이용료","일반","1일 사용료","일/시간당(2000)",48000,4.8
"공주의료원장례식장","염습/입관","일반","대여료/(입관실발인실)","1회당",100000,10
"공주의료원장례식장","염습/입관","일반","염습비","1구당",200000,20
"공주의료원장례식장","수시/초염","일반","수시비","수시비",100000,10
"공주장례식장","시설임대료","빈소+접객실","장례식장사용료","(일반)102빈소/1실60평형/30000원",720000,72
"공주장례식장","시설임대료","빈소+접객실","장례식장사용료","(일반)202빈소/1실/50평형/시간당20000원",480000,48
"공주장례식장","시설임대료","빈소+접객실","장례식장사용료","(일반)203빈소/1실60평형/시간당30000원",720000,72
"공주장례식장","시설임대료","빈소+접객실","장례식장사용료","(일반)103빈소/1실/60평형/30000원",720000,72
"공주장례식장","시설임대료","빈소+접객실","장례식장사용료","101201빈소/1실/100평형/시간당40000원",960000,96
"공주장례식장","안치실이용료","일반","안치료","1일당",45000,4.5
"공주장례식장","염습/입관","일반","염습비","1구당(초렴)",100000,10
"공주장례식장","염습/입관","일반","염습비","1구당(대렴)",200000,20
"관산정남진장례식장","시설임대료","빈소+접객실","빈소 임대료(30평)","1일",400000,40
"관산정남진장례식장","시설임대료","염습실/입관실","염습실 임대료","1회당(자가 및 상조회)",300000,30
"관산정남진장례식장","안치실이용료","일반","안치료","1일",70000,7
"관산정남진장례식장","염습/입관","일반","염습비","장례식장 직원이 염습",300000,30
"관산정남진장례식장","염습/입관","특수","사고사 및 기타","사고사로 사망한 시신 염습",350000,35
"관산정남진장례식장","수시/초염","일반","수시비용","수시비",100000,10
"관인농협장례식장","시설임대료","빈소+접객실","장례식장임대료","장례건(1일)당(1일추가당10만원)",600000,60
"관인농협장례식장","안치실이용료","일반","장례식장안치료","1일",108000,10.8
"광명성애병원장례식장","시설임대료","빈소+접객실","장례식장임대료","123층 특별빈소(1실24시간기준)",900000,90
"광명성애병원장례식장","시설임대료","빈소+접객실","장례식장임대료","1층 개인빈소(1실24시간기준)",800000,80
"광명성애병원장례식장","시설임대료","빈소+접객실","장례식장임대료","특1호실(1실24시간기준)",1000000,100
"광명성애병원장례식장","시설임대료","염습실/입관실","안치료","1일기준",180000,18
"광명성애병원장례식장","시설임대료","염습실/입관실","예식실및입관실사용료","예식실및입관실 사용료",300000,30
"광명성애병원장례식장","염습/입관","일반","염습 및 대염","2인1조",400000,40
"광양백운장례식장","시설임대료","빈소+접객실","VIP실","1시간",60000,6
"광양백운장례식장","시설임대료","빈소+접객실","백운실","1시간",50000,5
"광양백운장례식장","시설임대료","빈소+접객실","특실","1시간",55000,5.5
"광양서울병원장례식장","시설임대료","빈소+접객실","특실(100평)1실/30%할인","1일",1080000,108
"광양서울병원장례식장","시설임대료","빈소+접객실","일반실(70평)3실/30%할인","1일",960000,96
"광양서울병원장례식장","시설임대료","염습실/입관실","입관","회당",300000,30
"광양서울병원장례식장","안치실이용료","일반","안치료","일",100000,10
"광양서울병원장례식장","염습/입관","일반","염습비","고인염습 장례지도사2명",300000,30
"광양서울병원장례식장","수시/초염","일반","정제수시사체포함","회",150000,15
"광양우리병원장례식장","시설임대료","빈소+접객실","3호실(1시간)","165.5 m2",30000,3
"광양우리병원장례식장","시설임대료","빈소+접객실","2호실(1시간)","165.5 m2",30000,3
"광양우리병원장례식장","시설임대료","빈소+접객실","VIP실(1시간)","331 m2",55000,5.5
"광양우리병원장례식장","안치실이용료","일반","페기물처리비",".",100000,10
"광양우리병원장례식장","안치실이용료","일반","안치실",".",100000,10
"광양우리병원장례식장","안치실이용료","일반","초렴/수시/검시",".",100000,10
"광양우리병원장례식장","안치실이용료","일반","염습비",".",100000,10
"광양우리병원장례식장","안치실이용료","일반","입관실사용료",".",300000,30
"광적장례식장","염습/입관","일반","입관비","2인1조",300000,30
"광주기독병원장례식장","시설임대료","빈소/분향실","분향실 임대료","1일",300000,30
"광주기독병원장례식장","시설임대료","빈소/분향실","분향실 임대료_수급자국가유공자장애인","1일",200000,20
"광주기독병원장례식장","시설임대료","접객실","접객실 임대료_수급자국가유공자장애인","1일",300000,30
"광주기독병원장례식장","시설임대료","접객실","접객실 임대료","1일",700000,70
"광주기독병원장례식장","염습/입관","일반","염습비","1구당",300000,30
"광주남문장례식장(주)","시설임대료","빈소+접객실","분향실/접객실 (일반실 302호 )","1일요금 /3일장 기준 /2일계산 (80명수용)",1000000,100
"광주남문장례식장(주)","시설임대료","빈소+접객실","분향실/접객실 (일반실 403호 )","1일요금 /3일장 기준 /2일계산 (80명수용)",1000000,100
"광주남문장례식장(주)","시설임대료","빈소+접객실","분향실/접객실 (특실 101호)","1일요금 /3일장 기준 /2일계산 (250명수용)",1700000,170
"광주남문장례식장(주)","시설임대료","빈소+접객실","분향실/접객실 (특실 401호)","1일요금 /3일장 기준 /2일계산 (130명수용)",1300000,130
"광주남문장례식장(주)","시설임대료","빈소+접객실","분향실/접객실 (VIP실 201호)","1일요금 /3일장 기준 /2일계산 (350명수용)",2400000,240
"광주남문장례식장(주)","시설임대료","빈소+접객실","분향실/접객실 (특실 301호)","1일요금 /3일장 기준 /2일계산 (130명수용)",1300000,130
"광주남문장례식장(주)","시설임대료","빈소+접객실","분향실/접객실 (일반실 402호 )","1일요금 /3일장 기준 /2일계산 (80명수용)",1000000,100
"광주남문장례식장(주)","시설임대료","빈소+접객실","분향실/접객실(일반실 303호)","1일요금 /3일장 기준 /2일계산 (80명수용)",700000,70
"광주남문장례식장(주)","시설임대료","염습실/입관실","입관실 사용료","1회",250000,25
"광주남문장례식장(주)","안치실이용료","일반","안치실 사용료","1일요금 /3일장 기준 /2일계산",100000,10
"광주남문장례식장(주)","염습/입관","일반","염습 입관비","사고사",500000,50
"광주남문장례식장(주)","염습/입관","일반","염습 입관비","일반",300000,30
"광주남문장례식장(주)","수시/초염","일반","초렴비(수시비)","회",100000,10
"광주병원장례식장","시설임대료","빈소/분향실","분향소(일반실)","1일",200000,20
"광주병원장례식장","시설임대료","빈소/분향실","분향소(특실)","1일",250000,25
"광주병원장례식장","시설임대료","접객실","접객실(특실)","1일",800000,80
"광주병원장례식장","시설임대료","접객실","접객실(일반실)","1일",600000,60
"광주병원장례식장","시설임대료","염습실/입관실","입관실 사용료","1회",400000,40
"광주병원장례식장","안치실이용료","일반","냉동실","1일",120000,12
"광주병원장례식장","염습/입관","일반","염습(병사 이외)","1회(2인1조)",500000,50
"광주병원장례식장","염습/입관","일반","염습(7세미만)","1회(2인1조)",150000,15
"광주병원장례식장","염습/입관","일반","염습(100일미만)","1회(2인1조)",50000,5
"광주병원장례식장","염습/입관","일반","염습(성인)","1회(2인1조)",450000,45
"광주병원장례식장","염습/입관","특수","사고사 특수염","1회(2인1조)",700000,70
"광주병원장례식장","수시/초염","일반","초염/소렴","1회(2인1조)",150000,15
"광주보람장례식장","염습/입관","일반","염습","염습비",300000,30
"광주보람장례식장","수시/초염","일반","수시","수시비",150000,15
"광주보훈병원장례식장","시설임대료","빈소+접객실","분향소접객실","1시간 ( 1호실 26000원 / 2.3.5.6호실 24000원 )",24000,2.4
"광주보훈병원장례식장","시설임대료","염습실/입관실","염습실","1회",300000,30
"광주보훈병원장례식장","안치실이용료","일반","안치실","1시간",2500,0.3
"광주보훈병원장례식장","염습/입관","일반","염습/입관","1회",300000,30
"광주보훈병원장례식장","수시/초염","일반","수시","1회",100000,10
"광주수완장례식장","시설임대료","빈소+접객실","분향소및접객실","3층한실",1600000,160
"광주수완장례식장","시설임대료","빈소+접객실","분향소및접객실","1층101호(1일기준)",1000000,100
"광주수완장례식장","시설임대료","빈소+접객실","분향소및접객실","2층vip실(1일기준)",1800000,180
"광주수완장례식장","시설임대료","빈소+접객실","분향소및접객실","2층특실(1일기준)",1300000,130
"광주수완장례식장","시설임대료","빈소+접객실","분향소및접객실","3층특실",1300000,130
"광주수완장례식장","시설임대료","빈소+접객실","분향소및접객실","1층102호(1일기준)",1000000,100
"광주수완장례식장","안치실이용료","일반","안치실","1일기준",100000,10
"광탄현대병원장례식장","안치실이용료","","안치료","시간당",4000,0.4
"광탄현대병원장례식장","염습/입관","","입관실사용료","1건",300000,30
"광탄현대병원장례식장","수시/초염","","수시 초염","1건",150000,15
"괴산동부장례식장","시설임대료","빈소+접객실","임대료(65평)","1일",800000,80
"괴산동부장례식장","시설임대료","빈소+접객실","임대료(40평)","1일",550000,55
"괴산동부장례식장","안치실이용료","일반","안치실사용료","1일",80000,8
"괴산장례식장","시설임대료","빈소/분향실","분향실(가족실포함)","1일",200000,20
"괴산장례식장","시설임대료","접객실","국화접객실","1일",700000,70
"괴산장례식장","시설임대료","접객실","백합1실","1일",750000,75
"괴산장례식장","시설임대료","염습실/입관실","사용료","1일",400000,40
"괴산장례식장","안치실이용료","일반","안치료","1일",150000,15
"괴산장례식장","염습/입관","특수","염습비","1명",200000,20
"괴산장례식장","수시/초염","일반","수세비","1명",100000,10
"괴정병원장례식장","시설임대료","빈소+접객실","특실분향소 임대료","1일(12시간이상)",820000,82
"괴정병원장례식장","시설임대료","빈소+접객실","일반실분향소 202호 임대료","1실(12시간이상)",480000,48
"괴정병원장례식장","시설임대료","빈소+접객실","일반실분향소 201호 임대료","1실(12시간이상)",530000,53
"괴정병원장례식장","시설임대료","염습실/입관실","염습실 사용료","1회당",200000,20
"괴정병원장례식장","안치실이용료","일반","안치실 임대료","1실1일기준",150000,15
"교원예움 평택장례식장","시설임대료","빈소+접객실","분향실1일사용료 (201호실 80평)","빈소접객실.상주휴게실샤워실.주방",600000,60
"교원예움 평택장례식장","시설임대료","빈소+접객실","분향실1일사용료 (203호실 140평)","빈소접객실.상주휴게실샤워실.주방",960000,96
"교원예움 평택장례식장","시설임대료","빈소+접객실","분향실1일사용료 (202호실 160평)","빈소접객실.상주휴게실샤워실.주방",1200000,120
"교원예움 평택장례식장","시설임대료","빈소+접객실","분향실1일사용료 101호실.102호실120평)","빈소접객실.상주휴게실샤워실.주방",840000,84
"교원예움 평택장례식장","시설임대료","빈소+접객실","분향실1일사용료 (204호실 80평)","빈소접객실.상주휴게실샤워실.주방",600000,60
"교원예움 평택장례식장","시설임대료","빈소+접객실","분향실 1일 사용료 301호실","빈소접객실상주휴게실주방",480000,48
"교원예움 평택장례식장","시설임대료","빈소+접객실","분향실 1일 사용료 303호실","빈소접객실 상주휴게실주방",480000,48
"교원예움 평택장례식장","시설임대료","빈소+접객실","분향실 1일 사용료 302호실","빈소접객실상주휴게실주방",480000,48
"교원예움 평택장례식장","시설임대료","염습실/입관실","입관실 1회 사용료","일반",400000,40
"교원예움 평택장례식장","시설임대료","염습실/입관실","입관실 1회 사용료","상조회종교단체",300000,30
"교원예움 평택장례식장","시설임대료","염습실/입관실","입관실 1회 사용료","일반",300000,30
"교원예움 평택장례식장","시설임대료","염습실/입관실","입관실1회사용료","특수입관(외인사)",500000,50
"교원예움 평택장례식장","안치실이용료","일반","안치료","냉장고사용료",96000,9.6
"교하장례식장","시설임대료","빈소+접객실","임대료          일반분향소(시간당)","2호실",25000,2.5
"교하장례식장","시설임대료","빈소+접객실","임대료         일반분향소(시간당)","1호실",33000,3.3
"교하장례식장","시설임대료","염습실/입관실","임대료         입관실사용료","2시간",300000,30
"교하장례식장","안치실이용료","일반","임대료         안치냉장고사용료(일일기준)","1일",120000,12
"교하장례식장","염습/입관","일반","입관(특수)","사고사",500000,50
"교하장례식장","염습/입관","일반","일반 입관","소렴",300000,30
"교하장례식장","염습/입관","일반","입관(대렴/매장)","대렴",500000,50
"교하장례식장","수시/초염","일반","초렴","2인(인건비)",200000,20
"교하장례식장","수시/초염","특수","초렴","2인(인건비)",200000,20
"구례병원장례식장","시설임대료","빈소+접객실","분향소및접객실 사용료","1일사용료",480000,48
"구례병원장례식장","시설임대료","염습실/입관실","입관실 1회사용료","1회사용료",300000,30
"구례병원장례식장","안치실이용료","일반","시신안치료","1일사용료",80000,8
"구례병원장례식장","염습/입관","일반","염습비","1회",300000,30
"구례병원장례식장","수시/초염","일반","수시비","1회",150000,15
"구례효사랑병원장례식장","시설임대료","빈소+접객실","분향실.접객실","1일",480000,48
"구례효사랑병원장례식장","안치실이용료","일반","안치실","1일",80000,8
"구례효사랑병원장례식장","염습/입관","일반","염습료","1회",300000,30
"구례효사랑병원장례식장","염습/입관","일반","입관","2인1조",300000,30
"구례효사랑병원장례식장","수시/초염","일반","수세작업","2인1조",150000,15
"구로성심병원장례식장","시설임대료","빈소+접객실","장례식장임대료","1실/24시간 기준",504000,50.4
"구로성심병원장례식장","안치실이용료","일반","장례식장안치료","1실/24시간 기준",96000,9.6
"구로성심병원장례식장","염습/입관","일반","염습비(병사)","1구당",300000,30
"구로성심병원장례식장","염습/입관","일반","염습비(외인사)","1구당",400000,40
"구로성심병원장례식장","수시/초염","일반","수시비(병사)","1구당",150000,15
"구로성심병원장례식장","수시/초염","일반","수시비(외인사)","1구당",200000,20
"구룡장례식장","시설임대료","빈소+접객실","구룡 4빈소","접객실 사용료(1일)",360000,36
"구룡장례식장","시설임대료","빈소+접객실","구룡 2빈소","접객실 사용료(1일)",552000,55.2
"구룡장례식장","시설임대료","빈소+접객실","구룡 1빈소","접객실 사용료(1일)",552000,55.2
"구룡장례식장","시설임대료","빈소+접객실","구룡 3빈소","접객실 사용료(1일)",480000,48
"구룡장례식장","시설임대료","빈소/분향실","빈소 분향실","분향실 사용료",100000,10
"구룡장례식장","안치실이용료","일반","영안실","안치    사용료(1일)",72000,7.2
"구리장례식장","시설임대료","빈소+접객실","장례식장 임대료","특실/1일/24시간 기준",600000,60
"구리장례식장","시설임대료","빈소+접객실","장례식장 임대료","일반실/1일/24시간 기준",400000,40
"구리장례식장","염습/입관","일반","자가입관(실비)","염습실사용료",400000,40
"구리장례식장","염습/입관","일반","대렴비(입관)","2인1조",300000,30
"구리장례식장","수시/초염","일반","소렴비(수시)","2인1조",250000,25
"구미가톨릭요양병원장례식장","시설임대료","빈소+접객실","102호(40평)","분향실.접객",600000,60
"구미가톨릭요양병원장례식장","시설임대료","빈소+접객실","101호(30평)","분향실.접객",480000,48
"구미가톨릭요양병원장례식장","시설임대료","빈소+접객실","특1실(60평)","분향실.접객",900000,90
"구미가톨릭요양병원장례식장","시설임대료","빈소+접객실","특2실(40평)","분향실.접객",720000,72
"구미가톨릭요양병원장례식장","시설임대료","염습실/입관실","염습실","",250000,25
"구미가톨릭요양병원장례식장","시설임대료","염습실/입관실","안치실","1일",96000,9.6
"구미가톨릭요양병원장례식장","염습/입관","일반","염습비","주간",200000,20
"구미가톨릭요양병원장례식장","수시/초염","일반","수시비","1회",100000,10
"구미장례식장해원","시설임대료","빈소+접객실","분향실(301호)","588.42㎡ (1일) 320명",1560000,156
"구미장례식장해원","시설임대료","빈소+접객실","분향실(201호)","463.68㎡ (1일) 248명",1200000,120
"구미장례식장해원","시설임대료","빈소+접객실","분향실(202호302호)","260.82㎡ (1일) 136명",660000,66
"구미장례식장해원","시설임대료","빈소+접객실","분향실(102호203호303호)","173.88㎡ (1일) 80명",480000,48
"구미장례식장해원","시설임대료","빈소+접객실","분향실(101호)","226.8㎡ (1일) 112명",600000,60
"구미장례식장해원","시설임대료","염습실/입관실","입관실","1회",200000,20
"구미장례식장해원","안치실이용료","일반","안치실","1일(5000/시간)",120000,12
"구미장례식장해원","염습/입관","일반","염습비","염습",300000,30
"구미장례식장해원","수시/초염","일반","수시비","수시",100000,10
"구미제일요양병원장례식장","시설임대료","빈소+접객실","특실","184.61m2",39000,3.9
"구미제일요양병원장례식장","시설임대료","빈소+접객실","1호실","122.8m2",26000,2.6
"구미제일요양병원장례식장","시설임대료","빈소+접객실","2호실","163.35m2",31000,3.1
"구미제일요양병원장례식장","시설임대료","빈소+접객실","3호실","60.76m2",13000,1.3
"구미제일요양병원장례식장","시설임대료","염습실/입관실","상조이용고객","1회",300000,30
"구미제일요양병원장례식장","안치실이용료","일반","안치료","1hour",4000,0.4
