fac_type,fac_thumb src,fac_tit,fac_addr,fac_tel href,fac_tel,convenient src,fac_update,convenient src (2),convenient src (3),convenient src (4),convenient src (5)
사설,https://15774129.go.kr/BCUser/facilitypic/1467683513711_7000000284_0.png,경산중앙병원장례식장,경상북도 경산시 경안로 11 (백천동),tel:053-814-0044,053-814-0044,https://15774129.go.kr/img/portal/sub/mark1.png,19개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001266/1559106091493.jpg,의성성심요양병원장례식장,경상북도 의성군 금성면 탑리길 8-2 (대리리),tel:054-833-4479,054-833-4479,https://15774129.go.kr/img/portal/sub/mark2.png,56개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1555561760437_7000002209_0.jpg,영주적십자병원장례식장,"경상북도 영주시 대학로 327 (가흥동, 영주적십자병원)",tel:054-630-0128,054-630-0128,https://15774129.go.kr/img/portal/sub/mark1.png,81개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1653359502119.JPG,봉화군산림조합장례식장,"경상북도 봉화군 봉화읍 봉화로 850 (적덕리, 봉화군산림조합장례식장)",tel:054-674-4119,054-674-4119,https://15774129.go.kr/img/portal/sub/mark1.png,26개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001205/1563523987292.jpg,명품병원장례문화원,경상북도 영주시 반지미로 260 (가흥동),tel:054-634-1444,054-634-1444,https://15774129.go.kr/img/portal/sub/mark2.png,117개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000510/1554339664299.png,안동농협장례식장,경상북도 안동시 서동문로 99 (금곡동),tel:054-821-4404,054-821-4404,https://15774129.go.kr/img/portal/sub/mark1.png,24개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001100/1709687086370.PNG,시티병원장례식장,"경상북도 포항시 북구 장량로31번길 56 (장성동, 시티병원)",tel:054-231-4444,054-231-4444,,25개월전 업데이트,,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000209/1561615054002.jpg,대영장례식장,경상북도 영주시 봉화로 89 (상망동),tel:054-634-4441,054-634-4441,https://15774129.go.kr/img/portal/sub/mark2.png,37개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001070/1563516731348.jpg,자인병원장례식장,경상북도 영주시 대동로31번길 9 (가흥동),tel:054-635-3400,054-635-3400,,114개월전 업데이트,,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001724/1563509892623.jpg,흥해경희요양병원장례식장,"경상북도 포항시 북구 흥해읍 동해대로 1515, B1층 (옥성리)",tel:054-262-4411,054-262-4411,https://15774129.go.kr/img/portal/sub/mark1.png,96개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001142/1563949529714.jpg,용상안동병원장례식장,경상북도 안동시 전거리길 57 (용상동),tel:054-840-0040,054-840-0040,https://15774129.go.kr/img/portal/sub/mark1.png,124개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001102/1555491176065.png,의성중부농협장례식장,경상북도 의성군 봉양면 강변길 957-10 (화전리),tel:054-832-2704,054-832-2704,https://15774129.go.kr/img/portal/sub/mark1.png,21개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1443072335732_1000000831_0.jpg,풍기성심요양병원장례식장,경상북도 영주시 풍기읍 소백로1916번길 6 (동부리),tel:054-630-2500,054-630-2500,https://15774129.go.kr/img/portal/sub/mark1.png,21개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1662167094353.jpg,영주 국화원장례식장,경상북도 영주시 신재로 167 (상줄동),tel:054-633-4441,054-633-4441,https://15774129.go.kr/img/portal/sub/mark1.png,7개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000808/1563949224410.jpg,태찬장례예식장,경상북도 김천시 농공단지길 20-22 (신음동),tel:054-435-6119,054-435-6119,https://15774129.go.kr/img/portal/sub/mark1.png,78개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000900/1561096999203.png,해성장례식장,경상북도 봉화군 봉화읍 보밑길 3 (내성리),tel:054-674-0015,054-674-0015,,59개월전 업데이트,,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001208/1561622801337.jpg,하늘전문장례식장,경상북도 영주시 구성로 321-16 (영주동),tel:054-633-4444,054-633-4444,,74개월전 업데이트,,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000509/1564381765093.jpg,안덕장례식장,경상북도 청송군 안덕면 청송로 1914 (복리),tel:054-872-0850,054-872-0850,https://15774129.go.kr/img/portal/sub/mark3.png,16개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002085/1536993194648.jpg,성주전문장례식장,"경상북도 성주군 성주읍 주산로 83 (삼산리, 성주전문장례식장)",tel:054-933-0444,054-933-0444,https://15774129.go.kr/img/portal/sub/mark1.png,12개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000000240/1561104800099.png,영양전문장례식장,경상북도 영양군 영양읍 중앙로 281 (동부리),tel:054-682-4700,054-682-4700,https://15774129.go.kr/img/portal/sub/mark1.png,125개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001170/1563516805786.jpg,청하요양병원장례식장,경상북도 영주시 신재로24번길 91 (가흥동),tel:054-634-0444,054-634-0444,https://15774129.go.kr/img/portal/sub/mark1.png,70개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001220/1563510206266.jpg,영주장례식장,경상북도 영주시 신재로 153 (상줄동),tel:054-638-1444,054-638-1444,https://15774129.go.kr/img/portal/sub/mark1.png,111개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001535/1563512877942.jpg,서요양병원장례식장,"경상북도 경산시 계양로 193 (계양동, 서병원)",tel:053-817-4444,053-817-4444,,105개월전 업데이트,,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1751418085011.jpg,안동전문장례식장,경상북도 안동시 강남로 5 안동전문장례식장 (수상동),tel:054-821-0101,054-821-0101,https://15774129.go.kr/img/portal/sub/mark1.png,5개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,
공설,https://15774129.go.kr/BCUser/facilitypic/1000001517/1554193104133.jpg,울릉군보건의료원장례식장,경상북도 울릉군 울릉읍 울릉순환로 396-18 (도동리),tel:054-790-6871,054-790-6871,,0개월전 업데이트,,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002088/1554955399327.jpg,자인전문장례식장,경상북도 경산시 자인면 설총로 820 (동부리),tel:053-851-1024,053-851-1024,https://15774129.go.kr/img/portal/sub/mark1.png,79개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000591/1555901351396.jpg,오천삼성병원장례식장,경상북도 포항시 남구 오천읍 충무로 10 (용덕리),tel:054-292-6789,054-292-6789,https://15774129.go.kr/img/portal/sub/mark1.png,184개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000900/1561096999203.png,해성장례식장,경상북도 봉화군 봉화읍 보밑길 3 (내성리),tel:054-674-0015,054-674-0015,,59개월전 업데이트,,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001208/1561622801337.jpg,하늘전문장례식장,경상북도 영주시 구성로 321-16 (영주동),tel:054-633-4444,054-633-4444,,74개월전 업데이트,,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000509/1564381765093.jpg,안덕장례식장,경상북도 청송군 안덕면 청송로 1914 (복리),tel:054-872-0850,054-872-0850,https://15774129.go.kr/img/portal/sub/mark3.png,16개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002085/1536993194648.jpg,성주전문장례식장,"경상북도 성주군 성주읍 주산로 83 (삼산리, 성주전문장례식장)",tel:054-933-0444,054-933-0444,https://15774129.go.kr/img/portal/sub/mark1.png,12개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000312/1556080292385.png,부림요양병원장례식장,경상북도 경산시 와촌면 하양로 359 (용천리),tel:053-853-1888,053-853-1888,https://15774129.go.kr/img/portal/sub/mark1.png,124개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000832/1563949370030.jpg,풍기전문장례식장,경상북도 영주시 풍기읍 안풍로 231 (산법리),tel:054-637-4442,054-637-4442,,156개월전 업데이트,,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000407/1556080496279.png,성누가병원장례식장,경상북도 영주시 구성로 321-12 (영주동),tel:054-635-4444,054-635-4444,https://15774129.go.kr/img/portal/sub/mark1.png,111개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001164/1561105162282.png,기독장례식장,경상북도 영주시 구성로 380 (영주동),tel:054-631-4444,054-631-4444,https://15774129.go.kr/img/portal/sub/mark1.png,111개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1345699636105_1000000946_0.jpg,옥산전문장례예식장,경상북도 경산시 서상길 84 (서상동),tel:053-801-4444,053-801-4444,https://15774129.go.kr/img/portal/sub/mark1.png,111개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000309/1563514759228.jpg,봉화장례식장,경상북도 봉화군 봉화읍 다덕로 152-1 (유곡리),tel:054-673-0061,054-673-0061,https://15774129.go.kr/img/portal/sub/mark2.png,35개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000782/1476425274210.jpg,청송군보건의료원장례식장,"경상북도 청송군 청송읍 의료원길 19 (금곡리, 청송보건의료원)",tel:054-873-7801,054-873-7801,https://15774129.go.kr/img/portal/sub/mark1.png,3개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000755/1554188700363.jpg,진보병원장례식장,"경상북도 청송군 진보면 경동로 4003 (후평리, 진보병원)",tel:054-874-7802,054-874-7802,https://15774129.go.kr/img/portal/sub/mark1.png,3개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001552/1561622903462.jpg,현대장례식장,"경상북도 영주시 가흥공단로 11 (상줄동, 소망장례식장)",tel:054-634-4400,054-634-4400,https://15774129.go.kr/img/portal/sub/mark1.png,113개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000830/1555909014047.jpg,포항e병원장례식장,경상북도 포항시 북구 중흥로 227 (죽도동),tel:054-272-4414,054-272-4414,https://15774129.go.kr/img/portal/sub/mark1.png,1개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,
공설,https://15774129.go.kr/BCUser/facilitypic/1355388948604_7000000668_0.JPG,경주하늘마루장례식장,경상북도 경주시 서면 하늘마루길 330 (도리),tel:054-751-9444,054-751-9444,https://15774129.go.kr/img/portal/sub/mark1.png,7개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000002313/1709686473682.PNG,혜원성모병원장례식장,경상북도 칠곡군 약목면 관호7길 41 (관호리),tel:054-975-4044,054-975-4044,https://15774129.go.kr/img/portal/sub/mark2.png,57개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000616/1554343920457.png,김천요양병원장례식장,경상북도 김천시 모암길 3 (용두동),tel:054-433-4446,054-433-4446,https://15774129.go.kr/img/portal/sub/mark1.png,77개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000746/1554886925604.jpg,중앙장례식장,경상북도 상주시 함창읍 함창로 586 (윤직리),tel:054-541-4477,054-541-4477,https://15774129.go.kr/img/portal/sub/mark2.png,12개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001099/1554336845336.jpg,하양전문장례식장,경상북도 경산시 하양읍 금송로 113 (동서리),tel:053-857-0004,053-857-0004,https://15774129.go.kr/img/portal/sub/mark1.png,119개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001191/1554189224364.jpg,칠곡군농협연합장례식장,경상북도 칠곡군 약목면 관호10길 248-56 (관호리),tel:054-976-9988,054-976-9988,https://15774129.go.kr/img/portal/sub/mark2.png,58개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002067/1536990986050.jpg,도립노인병원장례식장,경상북도 안동시 남후면 남일로 1463 (무릉리),tel:054-852-4441,054-852-4441,https://15774129.go.kr/img/portal/sub/mark1.png,10개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000002141/1554184649460.jpg,청도전문장례식장,경상북도 청도군 청도읍 새마을로 1405(송읍리),tel:054-371-5544,054-371-5544,https://15774129.go.kr/img/portal/sub/mark1.png,194개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000002737/1709627137652.PNG,(주)국화원전문장례식장영대병원영천지점,경상북도 영천시 오수1길 10 (오수동),tel:054-330-7400,054-330-7400,,194개월전 업데이트,,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002781/1713769676998.PNG,쉴낙원 포항제일장례식장,"경상북도 포항시 남구 해병로 63 (청림동, 포항제일장례식장)",tel:054-293-4004,054-293-4004,https://15774129.go.kr/img/portal/sub/mark1.png,194개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1559005930903_7000002221_0.png,서안동농협장례식장,경상북도 안동시 풍산읍 본마을길 36-22 (노리),tel:054-854-9980,054-854-9980,https://15774129.go.kr/img/portal/sub/mark1.png,1개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000002825/1729658616998.PNG,천상포항장례식장,"경상북도 포항시 남구 오천읍 송덕로 324, 천상포항장례식장",tel:054-291-9000,054-291-9000,https://15774129.go.kr/img/portal/sub/mark1.png,12개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
