fac_type,fac_thumb src,fac_tit,fac_addr,fac_tel href,fac_tel,convenient src,convenient src (2),fac_update,convenient src (3),convenient src (4),convenient src (5)
사설,https://15774129.go.kr/BCUser/facilitypic/7000001013/1709190365048.PNG,예래원(자연장지),경기도 동두천시 탑신로 668 (탑동동),tel:031-867-8707,031-867-8707,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,10개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1434611624010_7000001054_0.jpg,광릉추모공원 자연장,경기도 포천시 내촌면 부마로 341 (마명리),tel:031-532-2520,031-532-2520,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,128개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002663/1709183414462.PNG,천주교태안교회 공원묘지,충청남도 태안군 태안읍 터널길 26-13 (동문리),tel:041-674-1004,041-674-1004,https://15774129.go.kr/img/portal/sub/mark4.png,,23개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/1464661717348_5000000004_0.jpg,양구봉안공원 자연장지,강원특별자치도 양구군 양구읍 금강산로 518-40 (하리),tel:033-480-2577,033-480-2577,https://15774129.go.kr/img/portal/sub/mark4.png,,115개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/1346312449055_5000000005_0.jpg,홍천군추모공원 자연장지,강원특별자치도 홍천군 홍천읍 하오안리 산130-1,tel:033-430-2106,033-430-2106,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,85개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1691116245910.jpg,기독교대한성결교회 안성교회 자연장지,경기도 안성시 금광면 조령길 73-117 (삼흥리),tel:031-674-2347,031-674-2347,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,29개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/1631771335369.jpg,안성시추모공원(자연장지),경기도 안성시 미양면 보촌4길 70 (고지리),tel:031-677-9944,031-677-9944,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,29개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/1634198515176.jpg,중대공원자연장지,경기도 광주시 순암로 192 (중대동),tel:031-762-0383,031-762-0383,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,77개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002823/1736730916695.PNG,길상사 수목장림,강원특별자치도 횡성군 서원면 양서동로 377 (석화리),tel:031-771-7319,031-771-7319,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,12개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002012/1564475094511.jpg,대원사추모공원 자연장지,"경상북도 경주시 양남면 명주길 864-5 (효동리, 대원사)",tel:054-743-1945,054-743-1945,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,11개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001933/1710899665567.PNG,자연으로추모정원,강원특별자치도 양양군 현남면 매호길 273 (후포매리),tel:033-671-6279,033-671-6279,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,101개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000000635/1466068437223.jpg,고창푸른숲자연장,"전라북도 고창군 신림면 왕림로 94-54 (세곡리, 고창푸른숲자연장관리사무소)",tel:063-564-7852,063-564-7852,https://15774129.go.kr/img/portal/sub/mark4.png,,161개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000001094/1564475998317.jpg,순천시립자연장지,전라남도 순천시 용수동길 920 (삼거동),tel:061-749-4520,061-749-4520,,,115개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002809/1724741740766.PNG,한국기독교장로회함평읍교회,전라남도 함평군 손불면 석창리 88-17,tel:061-323-9191,061-323-9191,,,1개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002010/1709191309449.PNG,약천사,"경기도 용인시 처인구 양지면 양지로63번길 9-18 (양지리, 약천사)",tel:031-338-3362,031-338-3362,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,95개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002046/1709517361223.PNG,은해사 자연장지,"경상북도 영천시 청통면 은해사로 300 (치일리, 은해사)",tel:054-335-0566,054-335-0566,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,30개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002263/1709620543530.PNG,월곳리 공설자연장지,인천광역시 강화군 강화읍 월곳리 산8,tel:032-934-0003,032-934-0003,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,76개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/1464581441755_3000000215_0.jpg,서귀포추모공원 자연장지,제주특별자치도 서귀포시 돈내코로 295-28 (상효동),tel:064-732-1893,064-732-1893,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,116개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000068/1504233789721.png,완주군 자연추모동산,전라북도 완주군 봉동읍 우주로 270-68 (구암리),tel:063-290-2207,063-290-2207,https://15774129.go.kr/img/portal/sub/mark4.png,,111개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000078/1709512966895.PNG,이작리공설묘지 자연장지,인천광역시 옹진군 자월면 이작리 산289,tel:032-899-2333,032-899-2333,,,97개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000079/1709518991455.PNG,선재리공설묘지 자연장지,인천광역시 옹진군 영흥면 선재리 산32,tel:032-899-2333,032-899-2333,,,97개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000080/1709519090520.PNG,장봉리공설묘지 자연장지,인천광역시 옹진군 북도면 장봉리 산177,tel:032-899-2333,032-899-2333,,,97개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000069/1476162782532.jpg,오룡군립묘원 자연장지,전라남도 담양군 무정면 오룡리 산29,tel:061-380-3384,061-380-3384,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,64개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000081/1564475678944.jpg,남원시추모공원(자연장지),"전라북도 남원시 솔터길 40-36 (광치동, 승화원)",tel:063-620-5730,063-620-5730,,,94개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/1464607818383_5000000010_0.jpg,춘천안식공원 잔디장,"강원특별자치도 춘천시 동산면 종자리로 331-50 (군자리, 춘천시공설묘원)",tel:033-261-7314,033-261-7314,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,116개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
공설,https://15774129.go.kr/BCUser/facilitypic/1669011699577.jpg,무장녹두숲자연장,전라북도 고창군 무장면 반송길 12 (고라리),tel:063-564-6864,063-564-6864,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,37개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000018/1468308809929.jpg,무주추모의집(자연장),전라북도 무주군 무주읍 괴목로 1359-72 (당산리),tel:063-322-2302,063-322-2302,https://15774129.go.kr/img/portal/sub/mark4.png,,116개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000061/1709191366616.PNG,삼광사추모공원 자연장지,"경상북도 성주군 월항면 지산로 208 (지방리, 삼광사)",tel:054-971-5669,054-971-5669,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,111개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/1464608507327_5000000022_0.jpg,경신하늘뜰공원 자연장지,"경기도 양주시 남면 화합로430번길 98 (경신리, 경신하늘뜰공원)",tel:031-861-5716,031-861-5716,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,116개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
공설,https://15774129.go.kr/BCUser/facilitypic/1464581441755_3000000215_0.jpg,서귀포추모공원 자연장지,제주특별자치도 서귀포시 돈내코로 295-28 (상효동),tel:064-732-1893,064-732-1893,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,116개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000068/1504233789721.png,완주군 자연추모동산,전라북도 완주군 봉동읍 우주로 270-68 (구암리),tel:063-290-2207,063-290-2207,https://15774129.go.kr/img/portal/sub/mark4.png,,111개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000000608/1709191424557.PNG,정왕공설자연장지,경기도 시흥시 정왕동 산2-1,tel:031-310-2264,031-310-2264,https://15774129.go.kr/img/portal/sub/mark4.png,,101개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/1353484790587_7000000626_0.jpg,서산시 희망공원(자연장지),충청남도 서산시 인지면 무학재2길 106 (산동리),tel:041-660-2719,041-660-2719,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,101개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000041/1474513515066.jpg,(재)효원가족공원 자연장지,경기도 화성시 향남읍 서봉로755번길 17-15 (동오리),tel:031-354-2325,031-354-2325,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,112개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,,
공설,https://15774129.go.kr/BCUser/facilitypic/1464662460765_7000000632_0.jpg,동해시하늘정원자연장지,강원도 동해시 강원남부로 4589 (단봉동),tel:033-530-2796,033-530-2796,https://15774129.go.kr/img/portal/sub/mark4.png,,116개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000077/1709518814016.PNG,연평리공설묘지 자연장지,인천광역시 옹진군 연평면 연평리 661-5,tel:032-899-2333,032-899-2333,,,97개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002287/1709191518209.PNG,영모묘원 자연장지,"전라북도 익산시 왕궁면 호반로 173-45 (동봉리, 영모묘원납골당)",tel:063-836-4311,063-836-4311,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,72개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,
공설,https://15774129.go.kr/BCUser/facilitypic/1464656037058_5000000014_0.jpg,화천공원묘원 자연장지,"강원특별자치도 화천군 하남면 영서로 5697-66 (원천리, 화천장례식장)",tel:033-440-2316,033-440-2316,,,115개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000000700/1466068367164.jpg,구례군 공설자연장지,"전라남도 구례군 마산면 당몰샘로 129-49 (사도리, 구례군자연장지관리사무소)",tel:061-782-7712,061-782-7712,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,115개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000035/1466142905624.jpg,익산하늘공원자연장지,전라북도 익산시 무왕로 1471-63 (석왕동),tel:063-859-3840,063-859-3840,https://15774129.go.kr/img/portal/sub/mark4.png,,115개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002465/1709191978733.PNG,명성교회 자연장지,경기도 안성시 삼죽면 마전리 132-4,tel:02-486-1004,02-486-1004,,,26개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000007/1564476044373.jpg,웅양공설공원묘지,경상남도 거창군 웅양면 죽림리 산108,tel:055-940-3892,055-940-3892,,,101개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001694/1709191568365.PNG,장수암 자연장지,"경상남도 창원시 마산합포구 구산면 원전1길 141 (심리, 장수암)",tel:055-221-1510,055-221-1510,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,111개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,
공설,https://15774129.go.kr/BCUser/facilitypic/1464583022201_5000000006_0.jpg,광주영락공원 청마루동산,광주광역시 북구 영락공원로 170 (효령동),tel:062-572-4384,062-572-4384,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,116개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002806/1725943139661.PNG,대한예수교장로회 함평교회,전라남도 함평군 함평읍 중앙길 110,tel:061-324-1324,061-324-1324,https://15774129.go.kr/img/portal/sub/mark4.png,,3개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/1464608664383_4000000066_0.jpg,청솔공원 자연장지,강원특별자치도 강릉시 사천면 석교리 산162,tel:033-660-3857,033-660-3857,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,110개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
공설,https://15774129.go.kr/BCUser/facilitypic/1464593202800_7000000637_0.jpg,남부권공설묘지자연장지,충청남도 당진시 신평면 상오로 31 (상오리),tel:041-350-3736,041-350-3736,https://15774129.go.kr/img/portal/sub/mark1.png,,116개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1464582229426_7000001355_0.jpg,대한불교조계종 남지장사,"대구광역시 달성군 가창면 남지장사길 95 (우록리, 남지장사)",tel:053-768-9920,053-768-9920,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,116개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1464655729531_7000000885_0.jpg,충현공원 자연장지,경기도 광주시 용샘길 115-25 (목현동),tel:031-764-9617,031-764-9617,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,99개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,
공설,https://15774129.go.kr/BCUser/facilitypic/1464654730877_7000000629_0.jpg,내촌공설자연장지,경기도 포천시 내촌면 작은넙고개길 153 (진목리),tel:031-540-6410,031-540-6410,https://15774129.go.kr/img/portal/sub/mark4.png,,95개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002472/1709193467315.PNG,목포중앙교회 자연장지,전라남도 무안군 청계면 남성리 90,,,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002881/1747025525910.png,반포교회 수목장림,강원특별자치도 횡성군 갑천면 상대리 산191,tel:02-599-1449,02-599-1449,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002873/1742779553508.png,(재)우성공원묘원 자연장지,"경상북도 성주군 선남면 관용로 470-54 (용신리, 우성공원사무소)",tel:054-933-4774,054-933-4774,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002473/1709538956901.PNG,완도안디옥교회 자연장지,전라남도 완도군 군외면 당인리 429-1,tel:061-554-1004,061-554-1004,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002867/1740558042793.PNG,신월공설자연장지,경기도 광주시 초월읍 신월길 36-18 (신월리),tel:031-767-0383,031-767-0383,https://15774129.go.kr/img/portal/sub/mark4.png,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002475/1709616291977.PNG,기쁜소식한밭교회 자연장지,경상북도 김천시 대덕면 관기리 산62-4,,,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002858/1739339910483.png,중흥교회복지선교회,경기도 광주시 곤지암읍 오향리 10-14,tel:031-764-4005,031-764-4005,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,194개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002767/1710911291796.PNG,새소명교회동산,경상남도 통영시 도산면 도선리 산301-1,tel:055-241-0278,055-241-0278,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002853/1736731010740.PNG,소망수양관 자연장지,경기도 광주시 곤지암읍 건업리 54-4,tel:02-512-9191,02-512-9191,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002851/1736730968316.PNG,올리베따노성베네딕도수도회,경상남도 고성군 대가면 송계1길 163-43 (송계리),tel:055-674-1986,055-674-1986,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002773/1710910922665.PNG,대한불교조계종세심사 상락향수목장림,경상북도 안동시 와룡면 선돌길 112-55 (가구리),tel:054-857-1900,054-857-1900,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002850/1734012535693.PNG,휴안추모공원,"경상남도 김해시 상동면 상동로 178-54 (우계리, 불조사)",tel:055-724-4755,055-724-4755,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,194개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000002846/1732090426440.PNG,대한불교금오종,경기도 용인시 처인구 원삼면 이원로913번길 67-27 (문촌리),tel:031-323-6813,031-323-6813,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002841/1732090391383.PNG,원주중부교회자연장지,강원특별자치도 횡성군 안흥면 소사리 511-5,tel:033-744-2760,033-744-2760,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002476/1710752417585.jpeg,저높은교회 자연장지,경상남도 거제시 삼거동 602,tel:055-637-3439,055-637-3439,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002777/1710752254994.jpg,중흥교회 자연장(남서울가족공원),경기도 광주시 곤지암읍 가마을길 83-14 (오향리),tel:031-764-4680,031-764-4680,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,194개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002803/1722476391951.jfif,함평중앙교회 부활동산,전라남도 함평군 함평읍 옥산리 242-9,tel:061-324-2369,061-324-2369,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002813/1727686168687.png,실상산문종실상선원자연장,전라남도 함평군 대동면 운교리 산 79-10,tel:02-222-5555,02-222-5555,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002471/1709539370242.PNG,수원제일교회 자연장지,충청북도 음성군 음성읍 초천리 산129-1,tel:031-244-1004,031-244-1004,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002470/1709537344359.PNG,성요셉공원 자연장지,"충청북도 청주시 상당구 가덕면 병암길 35-52 (시동리, 성당)",tel:043-298-5880,043-298-5880,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002983/1764135112710.png,고사자연장지,경상남도 남해군 설천면 진목리 산78-2,,,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002984/1764135008188.png,이동무림삼자자연장지,경상남도 남해군 이동면 무림리 산206,,,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002985/1764286088562.png,지구촌교회 자연장지,전라남도 무안군 몽탄면 달산리 산257-18,,,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002986/1764287451285.png,일승종개원사 수목장림,경상북도 영천시 신녕면 장수로 2238-28 (화남리),,,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002963/1764045802830.png,용미리 제1묘지 자연장지,경기도 파주시 광탄면 용미리 산107,tel:031-943-1930,031-943-1930,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002987/1764287511897.png,일승종개원사 자연장지,경상북도 영천시 신녕면 장수로 2238-28 (화남리),tel:000-000-0000,000-000-0000,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002988/1764288201956.png,천불사 수목장,경상남도 밀양시 삼랑진읍 행곡3길 68-72 (행곡리),,,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002992/1764554046770.png,일심정사 수목장림,강원특별자치도 춘천시 남산면 김유정로 427-28 (광판리),,,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/700002372/1709514910842.PNG,횡성군공설자연장지,강원특별자치도 횡성군 갑천면 태기로구방8길 132 (구방리),tel:033-340-2904,033-340-2904,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002444/1709193547170.PNG,홍연암 자연장지,전라북도 고창군 고수면 신기길 34 (은사리),tel:063-563-3787,063-563-3787,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/700002448/1707367698143.PNG,장흥공설자연장지,"전라남도 장흥군 장흥읍 금산신기길 131 (금산리, 공원묘지관리실)",tel:061-860-5864,061-860-5864,https://15774129.go.kr/img/portal/sub/mark4.png,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752646731957.png,성공사 수목장림,충청남도 공주시 우성면 방문리 1022-2,tel:041-853-3355,041-853-3355,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752727154207.png,순창성당자연장지,"전라북도 순창군 순창읍 순창로 247 (남계리, 순창천주교회)",tel:063-652-1004,063-652-1004,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752725931600.png,재단법인북한강공원 자연장지,"경기도 남양주시 화도읍 모꼬지로17번길 202 (구암리, 북한강공원)",tel:031-592-0081,031-592-0081,https://15774129.go.kr/img/portal/sub/mark4.png,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752728476431.png,기독교대한감리회전곡교회,경기도 연천군 전곡읍 양연로 1591-15전곡감리교회 (전곡리),tel:031-832-3586,031-832-3586,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752727906311.png,수향사 추모공원,"전라남도 완도군 고금면 고금로 667-105 (덕암리, 수향사)",tel:--,--,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/700002454/1709194011666.PNG,용강별숲공원(구 동부공설묘지),제주특별자치도 제주시 용강6길 366-1 (용강동),tel:064-728-2562,064-728-2562,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752726413317.png,원산교회 자연장지,전라남도 순천시 별량면 죽산리 158,tel:061-742-5568,061-742-5568,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752730145072.png,금광추모동산,경기도 이천시 설성면 상봉리 3-5,tel:031-731-1004,031-731-1004,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/1707118574843.png,결초보은 추모공원(자연장지),충청북도 보은군 보은읍 속리산로 37 (누청리),tel:043-542-1232,043-542-1232,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752726899177.png,남원동북교회 자연장지,전북특별자치도 남원시 용정동 447-12,tel:063-626-9191,063-626-9191,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752727287052.png,경인침례교회 자연장지,충청남도 서산시 지곡면 산성리 1-2,tel:032-571-0028,032-571-0028,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1749536380640.png,팔봉사 더유일추모공원,강원특별자치도 홍천군 홍천읍 큰골길 295-14 (갈마곡리),tel:033-435-8804,033-435-8804,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002462/1709515415152.PNG,신세계공원(자연장),경기도 양주시 장흥면 권율로29번길 170 (일영리),tel:031-855-1241,031-855-1241,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002464/1709194994194.PNG,천주교인보성체수도회,"경기도 용인시 처인구 포곡읍 백옥대로1832번길 68 (삼계리, 수녀원)",tel:031-339-9025,031-339-9025,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002885/1747024612698.png,사랑의빛교회 천제모동산,전라남도 함평군 손불면 석창리 637-16,tel:062-371-9206,062-371-9206,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002467/1709192163626.PNG,(사)씨앤에이미션 자연장지,경기도 양평군 양동면 다락근이길 57-18 (단석리),tel:031-775-6945,031-775-6945,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002468/1709193378161.PNG,도심리교회 하늘로공원,강원특별자치도 홍천군 화촌면 도심리길 196 (구성포리),tel:033-433-3321,033-433-3321,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/700002469/1709537264816.PNG,성도장로교회 자연장지,강원특별자치도 철원군 서면 자등리 산172-1,tel:033-458-1907,033-458-1907,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002766/1709539562682.PNG,재단법인 아너스홈,충청남도 계룡시 두마면 제1산단로 132 (입암리),tel:042-585-0536,042-585-0536,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002765/1710752033975.jpg,대구남덕교회부활동산,경상북도 고령군 성산면 사부리 산131,tel:054-950-6213,054-950-6213,https://15774129.go.kr/img/portal/sub/mark4.png,,194개월전 업데이트,,,
