ID,구분,시설명,주소,전화번호,사진유무,가격유무,좌표중복,인접시설,상태,사진링크,네이버지도(링크),구글지도(링크)
1293,봉안당,회정동공설묘지,경기도 양주시 회정동 산13,031-8082-7750,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%ED%9A%8C%EC%A0%95%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%ED%9A%8C%EC%A0%95%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%ED%9A%8C%EC%A0%95%EB%8F%99%20%EC%82%B013
1294,봉안당,봉양동공설묘지,경기도 양주시 봉양동 산87,031-8082-7750,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%B4%89%EC%96%91%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EB%B4%89%EC%96%91%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%B4%89%EC%96%91%EB%8F%99%20%EC%82%B087
1295,봉안당,가북공설공원묘지,경상남도 거창군 가북면 용암리 산125,055-940-3892,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EA%B0%80%EB%B6%81%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EA%B0%80%EB%B6%81%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EA%B1%B0%EC%B0%BD%EA%B5%B0%20%EA%B0%80%EB%B6%81%EB%A9%B4%20%EC%9A%A9%EC%95%94%EB%A6%AC%20%EC%82%B0125
1296,봉안당,가조공설공원묘지,경상남도 거창군 가조면 일부리 산5,055-940-3892,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EA%B0%80%EC%A1%B0%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EA%B0%80%EC%A1%B0%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EA%B1%B0%EC%B0%BD%EA%B5%B0%20%EA%B0%80%EC%A1%B0%EB%A9%B4%20%EC%9D%BC%EB%B6%80%EB%A6%AC%20%EC%82%B05
1297,봉안당,광사동공설묘지,경기도 양주시 광사동 산137-1,031-8082-7750,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EA%B4%91%EC%82%AC%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%82%AC%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EA%B4%91%EC%82%AC%EB%8F%99%20%EC%82%B0137-1
1298,봉안당,마전동공설묘지,경기도 양주시 마전동 산3,031-8082-7714,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%A7%88%EC%A0%84%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EB%A7%88%EC%A0%84%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%A7%88%EC%A0%84%EB%8F%99%20%EC%82%B03
1299,봉안당,갑향군립묘원봉안,전라남도 담양군 대전면 추성로 468,061-380-3383,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EA%B0%91%ED%96%A5%EA%B5%B0%EB%A6%BD%EB%AC%98%EC%9B%90%EB%B4%89%EC%95%88,https://www.google.com/maps/search/?api=1&query=%EA%B0%91%ED%96%A5%EA%B5%B0%EB%A6%BD%EB%AC%98%EC%9B%90%EB%B4%89%EC%95%88%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0%20%EB%8C%80%EC%A0%84%EB%A9%B4%20%EC%B6%94%EC%84%B1%EB%A1%9C%20468
1300,봉안당,거창공설공원묘지,경상남도 거창군 거창읍 거열로4길 523-23,055-942-6836,X,X,O,거창군봉안당 (2019),미흡 (사진,가격),"",https://map.naver.com/v5/search/%EA%B1%B0%EC%B0%BD%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EA%B1%B0%EC%B0%BD%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EA%B1%B0%EC%B0%BD%EA%B5%B0%20%EA%B1%B0%EC%B0%BD%EC%9D%8D%20%EA%B1%B0%EC%97%B4%EB%A1%9C4%EA%B8%B8%20523-23
1301,봉안당,어둔동공설묘지,경기도 양주시 어둔동 산102,031-8082-7714,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%96%B4%EB%91%94%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EC%96%B4%EB%91%94%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%96%B4%EB%91%94%EB%8F%99%20%EC%82%B0102
1302,봉안당,유양동공설묘지,경기도 양주시 유양동 산99,031-8082-7714,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%9C%A0%EC%96%91%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EC%9C%A0%EC%96%91%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9C%A0%EC%96%91%EB%8F%99%20%EC%82%B099
1303,봉안당,고제공설공원묘지,경상남도 거창군 고제면,055-940-3892,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EA%B3%A0%EC%A0%9C%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EA%B3%A0%EC%A0%9C%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EA%B1%B0%EC%B0%BD%EA%B5%B0%20%EA%B3%A0%EC%A0%9C%EB%A9%B4
1304,봉안당,교산1리공설묘지,인천광역시 강화군 양사면 교산리 산307,032-934-2183,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EA%B5%90%EC%82%B01%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EA%B5%90%EC%82%B01%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B0%95%ED%99%94%EA%B5%B0%20%EC%96%91%EC%82%AC%EB%A9%B4%20%EA%B5%90%EC%82%B0%EB%A6%AC%20%EC%82%B0307
1305,봉안당,비암리공설묘지,경기도 양주시 광적면 비암리 산18,031-8082-7610,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%B9%84%EC%95%94%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EB%B9%84%EC%95%94%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EA%B4%91%EC%A0%81%EB%A9%B4%20%EB%B9%84%EC%95%94%EB%A6%AC%20%EC%82%B018
1306,봉안당,석우리공설묘지,경기도 양주시 광적면 광적로156번길 27-4,031-8082-7610,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%84%9D%EC%9A%B0%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EC%84%9D%EC%9A%B0%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EA%B4%91%EC%A0%81%EB%A9%B4%20%EA%B4%91%EC%A0%81%EB%A1%9C156%EB%B2%88%EA%B8%B8%2027-4
1307,봉안당,구리시공설묘지,경기도 구리시 사노동 산175-20,031-550-2955,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EA%B5%AC%EB%A6%AC%EC%8B%9C%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EA%B5%AC%EB%A6%AC%EC%8B%9C%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B5%AC%EB%A6%AC%EC%8B%9C%20%EC%82%AC%EB%85%B8%EB%8F%99%20%EC%82%B0175-20
1308,봉안당,덕도리공설묘지,경기도 양주시 광적면 덕도리 산27,031-8082-7610,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%8D%95%EB%8F%84%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EB%8D%95%EB%8F%84%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EA%B4%91%EC%A0%81%EB%A9%B4%20%EB%8D%95%EB%8F%84%EB%A6%AC%20%EC%82%B027
1309,봉안당,포내공설묘지,경기도 김포시 월곶면 포내리 산36,031-980-5347,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%ED%8F%AC%EB%82%B4%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%ED%8F%AC%EB%82%B4%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%EC%9B%94%EA%B3%B6%EB%A9%B4%20%ED%8F%AC%EB%82%B4%EB%A6%AC%20%EC%82%B036
1310,봉안당,백운공원묘원 제1묘지,부산광역시 기장군 정관읍 정관로 165,051-508-2934,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%B0%B1%EC%9A%B4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90%20%EC%A0%9C1%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EB%B0%B1%EC%9A%B4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90%20%EC%A0%9C1%EB%AC%98%EC%A7%80%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B8%B0%EC%9E%A5%EA%B5%B0%20%EC%A0%95%EA%B4%80%EC%9D%8D%20%EC%A0%95%EA%B4%80%EB%A1%9C%20165
1311,봉안당,백운공원묘원제2묘지,부산광역시 기장군 정관읍,051-727-3188,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%B0%B1%EC%9A%B4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90%EC%A0%9C2%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EB%B0%B1%EC%9A%B4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90%EC%A0%9C2%EB%AC%98%EC%A7%80%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B8%B0%EC%9E%A5%EA%B5%B0%20%EC%A0%95%EA%B4%80%EC%9D%8D
1312,봉안당,가톨릭범물공원묘원,대구광역시 수성구 범안로 120,053-250-3000,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EA%B0%80%ED%86%A8%EB%A6%AD%EB%B2%94%EB%AC%BC%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%EA%B0%80%ED%86%A8%EB%A6%AD%EB%B2%94%EB%AC%BC%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%88%98%EC%84%B1%EA%B5%AC%20%EB%B2%94%EC%95%88%EB%A1%9C%20120
1313,봉안당,익산하늘공원정수원,전북특별자치도 익산시 무왕로 1471-63 익산공원묘지,063-859-3847,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%9D%B5%EC%82%B0%ED%95%98%EB%8A%98%EA%B3%B5%EC%9B%90%EC%A0%95%EC%88%98%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%EC%9D%B5%EC%82%B0%ED%95%98%EB%8A%98%EA%B3%B5%EC%9B%90%EC%A0%95%EC%88%98%EC%9B%90%20%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%9D%B5%EC%82%B0%EC%8B%9C%20%EB%AC%B4%EC%99%95%EB%A1%9C%201471-63%20%EC%9D%B5%EC%82%B0%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80
1314,봉안당,통일촌공설묘지,경기도 파주시 군내면 백연리 산27,031-940-8246,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%ED%86%B5%EC%9D%BC%EC%B4%8C%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%ED%86%B5%EC%9D%BC%EC%B4%8C%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B5%B0%EB%82%B4%EB%A9%B4%20%EB%B0%B1%EC%97%B0%EB%A6%AC%20%EC%82%B027
1315,봉안당,탄현공설묘지,경기도 파주시 탄현면 금승리 산22,031-940-8085,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%ED%83%84%ED%98%84%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%ED%83%84%ED%98%84%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A9%B4%20%EA%B8%88%EC%8A%B9%EB%A6%AC%20%EC%82%B022
1316,봉안당,부안수동공설묘지,전북특별자치도 고창군 부안면 수동리 산51-10,063-560-2614,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%B6%80%EC%95%88%EC%88%98%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%95%88%EC%88%98%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EA%B3%A0%EC%B0%BD%EA%B5%B0%20%EB%B6%80%EC%95%88%EB%A9%B4%20%EC%88%98%EB%8F%99%EB%A6%AC%20%EC%82%B051-10
1317,봉안당,부안용산공설묘지,전북특별자치도 고창군 부안면 복분자로 567-2,063-560-2614,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%B6%80%EC%95%88%EC%9A%A9%EC%82%B0%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%95%88%EC%9A%A9%EC%82%B0%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EA%B3%A0%EC%B0%BD%EA%B5%B0%20%EB%B6%80%EC%95%88%EB%A9%B4%20%EB%B3%B5%EB%B6%84%EC%9E%90%EB%A1%9C%20567-2
1318,봉안당,북상공설공원묘지,경상남도 거창군 북상면 월성리 산150,055-940-3892,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%B6%81%EC%83%81%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EB%B6%81%EC%83%81%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EA%B1%B0%EC%B0%BD%EA%B5%B0%20%EB%B6%81%EC%83%81%EB%A9%B4%20%EC%9B%94%EC%84%B1%EB%A6%AC%20%EC%82%B0150
1319,봉안당,안성시공설공원묘지,경기도 안성시 안성맞춤대로 1423-19,031-675-3766,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%95%88%EC%84%B1%EC%8B%9C%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EC%95%88%EC%84%B1%EC%8B%9C%EA%B3%B5%EC%84%A4%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%95%88%EC%84%B1%EC%8B%9C%20%EC%95%88%EC%84%B1%EB%A7%9E%EC%B6%A4%EB%8C%80%EB%A1%9C%201423-19
1320,봉안당,사천시공설묘지,경상남도 사천시 사천읍 구암리 산15,055-831-2652,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%82%AC%EC%B2%9C%EC%8B%9C%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EC%82%AC%EC%B2%9C%EC%8B%9C%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%82%AC%EC%B2%9C%EC%8B%9C%20%EC%82%AC%EC%B2%9C%EC%9D%8D%20%EA%B5%AC%EC%95%94%EB%A6%AC%20%EC%82%B015
1321,봉안당,상리공설묘지,인천광역시 강화군 삼산면 상리 산177,032-930-3342,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%83%81%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EC%83%81%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B0%95%ED%99%94%EA%B5%B0%20%EC%82%BC%EC%82%B0%EB%A9%B4%20%EC%83%81%EB%A6%AC%20%EC%82%B0177
1322,봉안당,초원지공설묘지,경기도 김포시 대곶면 초원지리 산14,031-980-5338,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%B4%88%EC%9B%90%EC%A7%80%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EC%B4%88%EC%9B%90%EC%A7%80%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%EB%8C%80%EA%B3%B6%EB%A9%B4%20%EC%B4%88%EC%9B%90%EC%A7%80%EB%A6%AC%20%EC%82%B014
1323,봉안당,상신공설묘지,경기도 화성시 향남읍 분향동길 22,031-369-3157,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%83%81%EC%8B%A0%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EC%83%81%EC%8B%A0%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%99%94%EC%84%B1%EC%8B%9C%20%ED%96%A5%EB%82%A8%EC%9D%8D%20%EB%B6%84%ED%96%A5%EB%8F%99%EA%B8%B8%2022
1324,봉안당,선단동공설묘지,경기도 포천시 원동교길 309,031-538-4811,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%84%A0%EB%8B%A8%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EC%84%A0%EB%8B%A8%EB%8F%99%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%AC%EC%B2%9C%EC%8B%9C%20%EC%9B%90%EB%8F%99%EA%B5%90%EA%B8%B8%20309
1325,봉안당,천주교 대전교구 성환공원묘원,충청남도 아산시 음봉면 연암율금로 345-58,041-546-7265,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%B2%9C%EC%A3%BC%EA%B5%90%20%EB%8C%80%EC%A0%84%EA%B5%90%EA%B5%AC%20%EC%84%B1%ED%99%98%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%EC%B2%9C%EC%A3%BC%EA%B5%90%20%EB%8C%80%EC%A0%84%EA%B5%90%EA%B5%AC%20%EC%84%B1%ED%99%98%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EC%95%84%EC%82%B0%EC%8B%9C%20%EC%9D%8C%EB%B4%89%EB%A9%B4%20%EC%97%B0%EC%95%94%EC%9C%A8%EA%B8%88%EB%A1%9C%20345-58
1326,봉안당,성주군공설묘지,경상북도 성주군 선남면 관화리 산31-1,054-930-6231,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EC%84%B1%EC%A3%BC%EA%B5%B0%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EC%84%B1%EC%A3%BC%EA%B5%B0%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%84%B1%EC%A3%BC%EA%B5%B0%20%EC%84%A0%EB%82%A8%EB%A9%B4%20%EA%B4%80%ED%99%94%EB%A6%AC%20%EC%82%B031-1
1327,봉안당,미법리공설묘지,인천광역시 강화군 삼산면 미법리 산12,032-930-3342,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%AF%B8%EB%B2%95%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EB%AF%B8%EB%B2%95%EB%A6%AC%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B0%95%ED%99%94%EA%B5%B0%20%EC%82%BC%EC%82%B0%EB%A9%B4%20%EB%AF%B8%EB%B2%95%EB%A6%AC%20%EC%82%B012
1328,봉안당,대전공원묘원,세종특별자치시 장군면,041-856-8851,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%8C%80%EC%A0%84%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90%20%EC%84%B8%EC%A2%85%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EC%8B%9C%20%EC%9E%A5%EA%B5%B0%EB%A9%B4
1329,봉안당,화현면공설묘지,경기도 포천시 화현면 지현리 산24,031-538-3836,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%ED%99%94%ED%98%84%EB%A9%B4%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%ED%99%94%ED%98%84%EB%A9%B4%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%AC%EC%B2%9C%EC%8B%9C%20%ED%99%94%ED%98%84%EB%A9%B4%20%EC%A7%80%ED%98%84%EB%A6%AC%20%EC%82%B024
1330,봉안당,화천공원묘원,강원특별자치도 화천군 하남면 영서로 5697-69,033-440-2316,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%ED%99%94%EC%B2%9C%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%ED%99%94%EC%B2%9C%EA%B3%B5%EC%9B%90%EB%AC%98%EC%9B%90%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%ED%99%94%EC%B2%9C%EA%B5%B0%20%ED%95%98%EB%82%A8%EB%A9%B4%20%EC%98%81%EC%84%9C%EB%A1%9C%205697-69
1331,봉안당,화교화원공원묘지,경기도 파주시 광탄면,031-942-0451,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%ED%99%94%EA%B5%90%ED%99%94%EC%9B%90%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%ED%99%94%EA%B5%90%ED%99%94%EC%9B%90%EA%B3%B5%EC%9B%90%EB%AC%98%EC%A7%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B4%91%ED%83%84%EB%A9%B4
1332,봉안당,덕진공설묘지,전라남도 영암군 덕진면 영보리 산24,061-470-2642,X,X,X,,미흡 (사진,가격),"",https://map.naver.com/v5/search/%EB%8D%95%EC%A7%84%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80,https://www.google.com/maps/search/?api=1&query=%EB%8D%95%EC%A7%84%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EC%98%81%EC%95%94%EA%B5%B0%20%EB%8D%95%EC%A7%84%EB%A9%B4%20%EC%98%81%EB%B3%B4%EB%A6%AC%20%EC%82%B024
